target_id,source_name,ra_hms,dec_dms,ra_deg,dec_deg,velocity_km_s,eligible_gbt,eligible_eff,eligible_srt,gbt_group,status,assigned_telescope,spectrum_url,observations_count,notes
ngc4651,NGC4651,12:43:42.7,+16:23:36.2,190.92791667,16.39338889,800.1,True,True,True,Group06,unobserved,,,0,
wiseaj124343-1,WISEAJ124343.1,12:43:43.2,+11:26:41.9,190.93,11.44497222,1073.9,True,True,True,Group06,unobserved,,,0,
sdssj124343-93,SDSSJ124343.93,12:43:43.9,+29:56:06.6,190.93291667,29.93516667,1141.0,False,True,True,,unobserved,,,0,
vcc1982,VCC1982,12:43:51.0,+11:28:01.6,190.9625,11.46711111,932.1,True,True,True,Group06,unobserved,,,0,
vcc1983,VCC1983,12:43:53.3,+10:44:43.7,190.97208333,10.74547222,1245.0,False,True,True,,unobserved,,,0,
sdssj124353-57,SDSSJ124353.57,12:43:53.6,+02:37:59.1,190.97333333,2.63308333,1385.8,False,True,True,,unobserved,,,0,
vcc1985,VCC1985,12:43:55.6,+10:36:42.3,190.98166667,10.61175,1150.0,False,True,True,,unobserved,,,0,
ngc4654,NGC4654,12:43:56.6,+13:07:35.7,190.98583333,13.12658333,1036.1,True,True,True,Group06,unobserved,,,0,
wiseaj124357-6,WISEAJ124357.6,12:43:57.7,+05:12:47.5,190.99041667,5.21319444,410.6,True,True,True,Group06,unobserved,,,0,
ngc4656,NGC4656,12:43:57.7,+32:10:05.3,190.99041667,32.16813889,646.1,True,True,True,Group06,unobserved,,,0,
ngc4656ned01,NGC4656NED01,12:43:58.8,+32:10:25.5,190.995,32.17375,664.0,True,True,True,Group06,unobserved,,,0,
sdssj124407-95,SDSSJ124407.95,12:44:08.0,+03:00:22.2,191.03333333,3.00616667,1346.4,False,True,True,,unobserved,,,0,
ic3710,IC3710,12:44:09.4,+12:07:01.2,191.03916667,12.117,1013.0,True,True,True,Group06,unobserved,,,0,
wiseaj124411-7,WISEAJ124411.7,12:44:11.7,+03:36:24.0,191.04875,3.60666667,830.2,True,True,True,Group06,unobserved,,,0,
vcc1993,VCC1993,12:44:12.0,+12:56:30.6,191.05,12.94183333,847.3,True,True,True,Group06,unobserved,,,0,
sdssj124414-39,SDSSJ124414.39,12:44:14.4,+16:53:26.1,191.06,16.89058333,299.8,True,True,True,Group06,unobserved,,,0,
wiseaj124417-3,WISEAJ124417.3,12:44:17.4,+02:40:02.4,191.0725,2.66733333,1085.0,True,True,True,Group06,unobserved,,,0,
wiseaj124425-5,WISEAJ124425.5,12:44:25.5,+35:11:47.9,191.10625,35.19663889,884.0,True,True,True,Group06,unobserved,,,0,
ugc07912ned01,UGC07912NED01,12:44:25.6,+03:31:30.7,191.10666667,3.52519444,478.5,True,True,True,Group06,unobserved,,,0,
wiseaj124428-4,WISEAJ124428.4,12:44:28.5,+10:48:51.7,191.11875,10.81436111,1150.0,False,True,True,,unobserved,,,0,
ugc07911,UGC07911,12:44:28.8,+00:28:05.1,191.12,0.46808333,1175.8,False,True,True,,unobserved,,,0,
ngc4659,NGC4659,12:44:29.4,+13:29:55.1,191.1225,13.49863889,468.9,True,True,True,Group06,unobserved,,,0,
ngc4660,NGC4660,12:44:32.0,+11:11:25.8,191.13333333,11.1905,1082.9,True,True,True,Group06,unobserved,,,0,
vcc2003,VCC2003,12:44:41.5,+11:31:13.1,191.17291667,11.52030556,1150.0,False,True,True,,unobserved,,,0,
wiseaj124442-0,WISEAJ124442.0,12:44:42.1,+34:37:53.9,191.17541667,34.63163889,847.9,True,True,True,Group06,unobserved,,,0,
ic3718,IC3718,12:44:46.0,+12:21:05.2,191.19166667,12.35144444,953.9,True,True,True,Group06,unobserved,,,0,
sdssj124446-12,SDSSJ124446.12,12:44:46.1,-00:25:44.5,191.19208333,-0.42902778,1375.0,False,True,True,,unobserved,,,0,
vcc2004,VCC2004,12:44:46.1,+08:58:49.2,191.19208333,8.98033333,650.2,True,True,True,Group06,unobserved,,,0,
wiseaj124448-8,WISEAJ124448.8,12:44:48.9,+12:53:04.7,191.20375,12.88463889,1150.0,False,True,True,,unobserved,,,0,
vcc2010,VCC2010,12:44:52.9,+12:10:57.3,191.22041667,12.18258333,1150.0,False,True,True,,unobserved,,,0,
lsbvcc316,LSBVCC316,12:44:54.1,+11:01:11.3,191.22541667,11.01980556,1150.0,False,True,True,,unobserved,,,0,
ic3727,IC3727,12:45:05.7,+10:54:03.4,191.27375,10.90094444,1065.7,True,True,True,Group06,unobserved,,,0,
ngc4665,NGC4665,12:45:06.0,+03:03:20.9,191.275,3.05580556,912.0,True,True,True,Group06,unobserved,,,0,
vcc2014,VCC2014,12:45:09.7,+10:37:49.6,191.29041667,10.63044444,936.5,True,True,True,Group06,unobserved,,,0,
vcc2017,VCC2017,12:45:15.4,+07:36:56.5,191.31416667,7.61569444,1304.1,False,True,True,,unobserved,,,0,
ngc4670,NGC4670,12:45:17.1,+27:07:31.6,191.32125,27.12544444,1088.2,True,True,True,Group06,unobserved,,,0,
lsbvcc313,LSBVCC313,12:45:25.1,+10:55:26.3,191.35458333,10.92397222,1150.0,False,True,True,,unobserved,,,0,
ic3742,IC3742,12:45:32.0,+13:19:58.1,191.38333333,13.33280556,965.0,True,True,True,Group06,unobserved,,,0,
ugca296,UGCA296,12:45:36.4,+71:19:07.3,191.40166667,71.31869444,1200.1,False,True,True,,unobserved,,,0,
vcc2029,VCC2029,12:45:40.2,+09:24:22.8,191.4175,9.40633333,1295.1,False,True,True,,unobserved,,,0,
vcc2032,VCC2032,12:45:52.4,+11:14:45.8,191.46833333,11.24605556,1150.0,False,True,True,,unobserved,,,0,
wiseaj124607-2,WISEAJ124607.2,12:46:07.2,-03:16:08.0,191.53,-3.26888889,1050.7,True,True,True,Group06,unobserved,,,0,
vcc2037,VCC2037,12:46:15.3,+10:12:19.2,191.56375,10.20533333,1141.9,False,True,True,,unobserved,,,0,
ugc07942,UGC07942,12:46:38.3,+09:18:25.3,191.65958333,9.30702778,853.2,True,True,True,Group06,unobserved,,,0,
ugc07943,UGC07943,12:46:45.7,+05:57:18.1,191.69041667,5.95502778,836.1,True,True,True,Group06,unobserved,,,0,
ugca298,UGCA298,12:46:55.4,+26:33:51.6,191.73083333,26.56433333,822.3,True,True,True,Group06,unobserved,,,0,
ic3767,IC3767,12:46:55.5,+10:10:56.5,191.73125,10.18236111,1245.0,False,True,True,,unobserved,,,0,
ugc07950,UGC07950,12:46:56.7,+51:36:48.1,191.73625,51.61336111,497.4,True,True,True,Group16,unobserved,,,0,
ugc07949,UGC07949,12:46:59.8,+36:28:35.1,191.74916667,36.47641667,331.0,True,True,True,Group06,unobserved,,,0,
fgc1497,FGC1497,12:47:00.6,+32:39:05.0,191.7525,32.65138889,518.9,True,True,True,Group06,unobserved,,,0,
ic3773,IC3773,12:47:15.3,+10:12:13.0,191.81375,10.20361111,1086.3,True,True,True,Group06,unobserved,,,0,
ic3779,IC3779,12:47:20.7,+12:09:58.9,191.83625,12.16636111,1165.1,False,True,True,,unobserved,,,0,
galexascj12472,GALEXASCJ12472,12:47:25.1,-08:24:29.1,191.85458333,-8.40808333,1180.0,False,True,True,,unobserved,,,0,
sdssj124728-35,SDSSJ124728.35,12:47:28.4,-00:08:17.5,191.86833333,-0.13819444,1021.4,True,True,True,Group06,unobserved,,,0,
mcg-01-33-007,MCG-01-33-007,12:47:38.2,-05:52:02.5,191.90916667,-5.86736111,1382.9,False,True,True,,unobserved,,,0,
ngc4688,NGC4688,12:47:46.5,+04:20:08.9,191.94375,4.33580556,986.0,True,True,True,Group06,unobserved,,,0,
wiseaj124750-9,WISEAJ124750.9,12:47:51.0,-08:28:16.9,191.9625,-8.47136111,1039.1,True,True,True,Group06,unobserved,,,0,
cgcg043-030,CGCG043-030,12:47:59.8,+04:41:41.4,191.99916667,4.69483333,1023.0,True,True,True,Group06,unobserved,,,0,
ngc4691,NGC4691,12:48:13.6,-03:19:57.7,192.05666667,-3.33269444,1120.0,False,True,True,,unobserved,,,0,
ngc4707,NGC4707,12:48:22.9,+51:09:52.9,192.09541667,51.16469444,468.0,True,True,True,Group16,unobserved,,,0,
sdssj124826-11,SDSSJ124826.11,12:48:26.1,+31:43:18.6,192.10875,31.72183333,845.6,True,True,True,Group06,unobserved,,,0,
vcc2073,VCC2073,12:48:27.1,+10:33:28.7,192.11291667,10.55797222,1153.0,False,True,True,,unobserved,,,0,
wiseaj124827-2,WISEAJ124827.2,12:48:27.2,-01:40:02.8,192.11333333,-1.66744444,1229.0,False,True,True,,unobserved,,,0,
ngc4697,NGC4697,12:48:35.9,-05:48:02.3,192.14958333,-5.80063889,1241.1,False,True,True,,unobserved,,,0,
lcrsb124617-5,LCRSB124617.5-,12:48:54.1,-11:40:42.3,192.22541667,-11.67841667,1329.0,False,True,True,,unobserved,,,0,
ngc4699,NGC4699,12:49:02.2,-08:39:51.9,192.25916667,-8.66441667,1394.0,False,True,True,,unobserved,,,0,
ngc4701,NGC4701,12:49:11.6,+03:23:19.2,192.29833333,3.38866667,721.3,True,True,True,Group06,unobserved,,,0,
mcg-02-33-015,MCG-02-33-015,12:49:23.7,-10:07:06.3,192.34875,-10.11841667,1308.9,False,True,True,,unobserved,,,0,
sdssj124936-89,SDSSJ124936.89,12:49:36.9,+21:55:05.7,192.40375,21.91825,538.6,True,True,True,Group06,unobserved,,,0,
ngc4710,NGC4710,12:49:38.8,+15:09:56.8,192.41166667,15.16577778,1102.0,False,True,True,,unobserved,,,0,
ugc07979,UGC07979,12:49:39.5,+12:37:31.1,192.41458333,12.62530556,786.5,True,True,True,Group06,unobserved,,,0,
kug1247-260,KUG1247+260,12:49:40.5,+25:46:20.8,192.41875,25.77244444,1292.1,False,True,True,,unobserved,,,0,
vcc2081,VCC2081,12:49:46.2,+11:13:29.3,192.4425,11.22480556,228.7,True,True,True,Group06,unobserved,,,0,
ugc07983,UGC07983,12:49:47.0,+03:50:32.3,192.44583333,3.84230556,694.0,True,True,True,Group06,unobserved,,,0,
ugc07982,UGC07982,12:49:50.2,+02:51:04.6,192.45916667,2.85127778,1155.1,False,True,True,,unobserved,,,0,
wiseaj124956-4,WISEAJ124956.4,12:49:56.4,+02:30:35.6,192.485,2.50988889,741.4,True,True,True,Group06,unobserved,,,0,
ngc4713,NGC4713,12:49:57.9,+05:18:40.8,192.49125,5.31133333,654.4,True,True,True,Group06,unobserved,,,0,
wiseaj124959-2,WISEAJ124959.2,12:49:59.2,+05:49:15.5,192.49666667,5.82097222,617.3,True,True,True,Group06,unobserved,,,0,
sdssj125004-75,SDSSJ125004.75,12:50:04.8,-00:13:57.7,192.52,-0.23269444,754.0,True,True,True,Group06,unobserved,,,0,
vcc2083,VCC2083,12:50:14.5,+10:32:24.2,192.56041667,10.54005556,867.9,True,True,True,Group06,unobserved,,,0,
sdssj125023-86,SDSSJ125023.86,12:50:23.9,+04:54:18.9,192.59958333,4.90525,650.0,True,True,True,Group06,unobserved,,,0,
lsbcf574-10,LSBCF574-10,12:50:31.3,+17:28:15.7,192.63041667,17.47102778,852.8,True,True,True,Group06,unobserved,,,0,
ugc07991,UGC07991,12:50:39.0,+01:27:52.6,192.6625,1.46461111,1272.0,False,True,True,,unobserved,,,0,
wiseaj125039-9,WISEAJ125039.9,12:50:39.9,+05:20:52.6,192.66625,5.34794444,675.0,True,True,True,Group06,unobserved,,,0,
wiseaj125046-7,WISEAJ125046.7,12:50:46.8,+04:53:23.2,192.695,4.88977778,720.8,True,True,True,Group06,unobserved,,,0,
wiseaj125059-5,WISEAJ125059.5,12:50:59.6,+09:04:38.9,192.74833333,9.07747222,1118.4,False,True,True,,unobserved,,,0,
ngc4723,NGC4723,12:51:02.9,-13:14:12.2,192.76208333,-13.23672222,1307.1,False,True,True,,unobserved,,,0,
ngc4733,NGC4733,12:51:06.8,+10:54:43.4,192.77833333,10.91205556,924.9,True,True,True,Group06,unobserved,,,0,
ngc4722,NGC4722,12:51:32.4,-13:19:48.0,192.885,-13.33,1311.9,False,True,True,,unobserved,,,0,
ic3837,IC3837,12:51:33.0,+19:43:22.9,192.8875,19.72302778,1152.1,False,True,True,,unobserved,,,0,
wiseaj125139-8,WISEAJ125139.8,12:51:39.8,+32:10:50.5,192.91583333,32.18069444,846.0,True,True,True,Group06,unobserved,,,0,
ngc4747,NGC4747,12:51:45.9,+25:46:36.7,192.94125,25.77686111,1189.9,False,True,True,,unobserved,,,0,
ngc4742,NGC4742,12:51:48.0,-10:27:17.2,192.95,-10.45477778,1269.9,False,True,True,,unobserved,,,0,
wiseaj125155-6,WISEAJ125155.6,12:51:55.7,+08:52:41.7,192.98208333,8.87825,1129.6,False,True,True,,unobserved,,,0,
sdssj125215-59,SDSSJ125215.59,12:52:15.6,+04:27:26.6,193.065,4.45738889,701.0,True,True,True,Group06,unobserved,,,0,
ugc08011,UGC08011,12:52:21.1,+21:37:46.6,193.08791667,21.62961111,763.9,True,True,True,Group06,unobserved,,,0,
ngc4753,NGC4753,12:52:22.1,-01:11:58.6,193.09208333,-1.19961111,1162.9,False,True,True,,unobserved,,,0,
sdssj125233-74,SDSSJ125233.74,12:52:33.7,-01:43:48.7,193.14041667,-1.73019444,1129.5,False,True,True,,unobserved,,,0,
wiseaj125234-1,WISEAJ125234.1,12:52:34.0,-00:10:04.3,193.14166667,-0.16786111,1079.3,True,True,True,Group06,unobserved,,,0,
ngc4758,NGC4758,12:52:44.0,+15:50:56.3,193.18333333,15.84897222,1244.1,False,True,True,,unobserved,,,0,
ngc4757,NGC4757,12:52:50.1,-10:18:36.3,193.20875,-10.31008333,846.9,True,True,True,Group06,unobserved,,,0,
ngc4762,NGC4762,12:52:56.0,+11:13:51.5,193.23333333,11.23097222,986.0,True,True,True,Group06,unobserved,,,0,
mrk1338,MRK1338,12:53:10.1,+25:16:41.9,193.29208333,25.27830556,1087.3,True,True,True,Group06,unobserved,,,0,
wiseaj125316-7,WISEAJ125316.7,12:53:16.8,-05:18:12.9,193.32,-5.30358333,659.5,True,True,True,Group06,unobserved,,,0,
ngc4771,NGC4771,12:53:21.3,+01:16:09.5,193.33875,1.26930556,1125.6,False,True,True,,unobserved,,,0,
lcrsb125056-4,LCRSB125056.4-,12:53:31.5,-05:55:39.8,193.38125,-5.92772222,1070.9,True,True,True,Group06,unobserved,,,0,
wiseaj125337-5,WISEAJ125337.5,12:53:37.5,+23:53:49.0,193.40625,23.89694444,1098.5,True,True,True,Group06,unobserved,,,0,
wiseaj125340-1,WISEAJ125340.1,12:53:40.2,+04:04:32.3,193.4175,4.07563889,902.0,True,True,True,Group06,unobserved,,,0,
wiseaj125343-2,WISEAJ125343.2,12:53:43.3,+04:09:14.8,193.43041667,4.15411111,760.4,True,True,True,Group06,unobserved,,,0,
wiseaj125355-2,WISEAJ125355.2,12:53:55.3,+19:15:33.7,193.48041667,19.25936111,919.9,True,True,True,Group06,unobserved,,,0,
ugca307,UGCA307,12:53:56.6,-12:06:20.4,193.48583333,-12.10566667,821.1,True,True,True,Group06,unobserved,,,0,
cgcg015-033,CGCG015-033,12:54:01.9,-01:30:29.9,193.50791667,-1.50830556,1127.7,False,True,True,,unobserved,,,0,
wiseaj125405-1,WISEAJ125405.1,12:54:05.1,-00:06:04.4,193.52125,-0.10122222,955.8,True,True,True,Group06,unobserved,,,0,
ngc4789a,NGC4789A,12:54:05.2,+27:08:58.7,193.52166667,27.14963889,363.9,True,True,True,Group06,unobserved,,,0,
cgcg015-035,CGCG015-035,12:54:12.6,+00:48:09.2,193.5525,0.80255556,1191.5,False,True,True,,unobserved,,,0,
wiseaj125415-8,WISEAJ125415.8,12:54:15.9,+02:45:44.6,193.56625,2.76238889,905.0,True,True,True,Group06,unobserved,,,0,
ngc4781,NGC4781,12:54:23.8,-10:32:13.7,193.59916667,-10.53713889,1260.0,False,True,True,,unobserved,,,0,
wiseaj125437-7,WISEAJ125437.7,12:54:37.8,+01:19:33.0,193.6575,1.32583333,1180.8,False,True,True,,unobserved,,,0,
ngc4800,NGC4800,12:54:37.8,+46:31:52.2,193.6575,46.53116667,836.4,True,True,True,Group16,unobserved,,,0,
cgcg015-036,CGCG015-036,12:54:41.6,+02:06:15.1,193.67333333,2.10419444,858.1,True,True,True,Group06,unobserved,,,0,
ugc08032,UGC08032,12:54:44.2,+13:14:14.2,193.68416667,13.23727778,1116.9,False,True,True,,unobserved,,,0,
ic3877,IC3877,12:54:48.7,+19:10:43.7,193.70291667,19.17880556,920.1,True,True,True,Group06,unobserved,,,0,
ngc4809,NGC4809,12:54:51.1,+02:39:14.8,193.71291667,2.65411111,976.0,True,True,True,Group06,unobserved,,,0,
ngc4810,NGC4810,12:54:51.3,+02:38:25.7,193.71375,2.64047222,912.0,True,True,True,Group06,unobserved,,,0,
ngc4790,NGC4790,12:54:52.0,-10:14:52.2,193.71666667,-10.24783333,1344.0,False,True,True,,unobserved,,,0,
eso443-g009,ESO443-G009,12:54:54.1,-28:20:20.7,193.72541667,-28.33908333,644.6,True,False,True,Group06,unobserved,,,0,
galexascj12545,GALEXASCJ12545,12:54:57.6,+01:58:41.6,193.74,1.97822222,1081.0,True,True,True,Group06,unobserved,,,0,
lcrsb125228-1,LCRSB125228.1-,12:55:03.7,-06:22:10.4,193.76541667,-6.36955556,1308.0,False,True,True,,unobserved,,,0,
ugc08041,UGC08041,12:55:12.7,+00:06:59.9,193.80291667,0.11663889,1323.9,False,True,True,,unobserved,,,0,
wiseaj125537-2,WISEAJ125537.2,12:55:37.1,+24:14:39.8,193.90458333,24.24438889,91.8,True,True,True,Group06,unobserved,,,0,
wiseaj125537-3,WISEAJ125537.3,12:55:37.3,-01:19:47.3,193.90541667,-1.32980556,854.9,True,True,True,Group06,unobserved,,,0,
ugc08048,UGC08048,12:55:39.4,-00:15:48.3,193.91416667,-0.26341667,1109.5,False,True,True,,unobserved,,,0,
ngc4808,NGC4808,12:55:48.9,+04:18:14.8,193.95375,4.30411111,760.0,True,True,True,Group06,unobserved,,,0,
ugc08053,UGC08053,12:55:49.1,+04:00:50.2,193.95458333,4.01394444,709.0,True,True,True,Group06,unobserved,,,0,
ngc4802,NGC4802,12:55:49.7,-12:03:18.7,193.95708333,-12.05519444,941.0,True,True,True,Group06,unobserved,,,0,
ngc4813,NGC4813,12:56:36.1,-06:49:04.5,194.15041667,-6.81791667,1394.0,False,True,True,,unobserved,,,0,
ic3908,IC3908,12:56:40.6,-07:33:44.8,194.16916667,-7.56244444,1296.0,False,True,True,,unobserved,,,0,
ngc4818,NGC4818,12:56:48.9,-08:31:30.9,194.20375,-8.52525,1064.9,True,True,True,Group06,unobserved,,,0,
wiseaj125651-3,WISEAJ125651.3,12:56:51.3,+16:30:25.2,194.21375,16.507,1229.1,False,True,True,,unobserved,,,0,
cgcg043-077,CGCG043-077,12:56:57.0,+04:03:53.3,194.2375,4.06480556,834.2,True,True,True,Group06,unobserved,,,0,
mcg-01-33-059,MCG-01-33-059,12:57:16.0,-05:20:45.2,194.31666667,-5.34588889,1257.9,False,True,True,,unobserved,,,0,
ugc08074,UGC08074,12:57:44.6,+02:41:30.3,194.43583333,2.69175,917.3,True,True,True,Group06,unobserved,,,0,
ugc08081,UGC08081,12:58:09.0,+14:51:32.2,194.5375,14.85894444,853.0,True,True,True,Group06,unobserved,,,0,
mcg-02-33-075,MCG-02-33-075,12:58:28.3,-10:34:35.8,194.61791667,-10.57661111,1266.9,False,True,True,,unobserved,,,0,
lsbcd575-07,LSBCD575-07,12:58:36.0,+17:48:46.9,194.65,17.81302778,1020.3,True,True,True,Group06,unobserved,,,0,
ugc08091,UGC08091,12:58:40.4,+14:13:02.6,194.66833333,14.21738889,214.1,True,True,True,Group06,unobserved,,,0,
wiseaj125849-6,WISEAJ125849.6,12:58:49.6,-04:53:18.5,194.70666667,-4.88847222,1317.9,False,True,True,,unobserved,,,0,
wiseaj125906-4,WISEAJ125906.4,12:59:06.5,+28:48:42.4,194.77708333,28.81177778,988.0,True,True,True,Group06,unobserved,,,0,
ugca312,UGCA312,12:59:06.8,-12:13:42.3,194.77833333,-12.22841667,1308.9,False,True,True,,unobserved,,,0,
sdssj125908-23,SDSSJ125908.23,12:59:08.2,+26:22:39.8,194.78416667,26.37772222,1014.2,True,True,True,Group06,unobserved,,,0,
wiseaj125913-3,WISEAJ125913.3,12:59:13.3,+34:56:10.8,194.80541667,34.93633333,929.0,True,True,True,Group06,unobserved,,,0,
ngc4856,NGC4856,12:59:21.2,-15:02:31.2,194.83833333,-15.042,1353.0,False,True,True,,unobserved,,,0,
galexascj12593,GALEXASCJ12593,12:59:38.9,+24:35:51.5,194.91208333,24.59763889,1036.5,True,True,True,Group06,unobserved,,,0,
wiseaj125945-1,WISEAJ125945.1,12:59:45.2,-00:52:15.9,194.93833333,-0.87108333,1235.4,False,True,True,,unobserved,,,0,
wiseaj125952-4,WISEAJ125952.4,12:59:52.4,+03:37:59.7,194.96833333,3.63325,1040.0,True,True,True,Group06,unobserved,,,0,
kk176,KK176,12:59:56.5,-19:24:46.5,194.98541667,-19.41291667,825.3,True,True,True,Group06,unobserved,,,0,
ugc08105,UGC08105,12:59:58.1,+02:02:57.4,194.99208333,2.04927778,886.5,True,True,True,Group06,unobserved,,,0,
ngc4880,NGC4880,13:00:10.6,+12:29:00.7,195.04416667,12.48352778,1362.0,False,True,True,,unobserved,,,0,
wiseaj130017-5,WISEAJ130017.5,13:00:17.6,-03:03:58.0,195.07333333,-3.06611111,1113.4,False,True,True,,unobserved,,,0,
ngc4900,NGC4900,13:00:39.3,+02:30:02.7,195.16375,2.50075,962.9,True,True,True,Group07,unobserved,,,0,
wiseaj130045-7,WISEAJ130045.7,13:00:45.8,-02:43:04.2,195.19083333,-2.71783333,1139.2,False,True,True,,unobserved,,,0,
ngc4904,NGC4904,13:00:58.6,-00:01:39.4,195.24416667,-0.02761111,1180.0,False,True,True,,unobserved,,,0,
galexascj13010a,GALEXASCJ13010A,13:01:05.1,-05:28:20.6,195.27125,-5.47238889,1094.8,True,True,True,Group07,unobserved,,,0,
galexascj13010b,GALEXASCJ13010B,13:01:07.2,-13:31:03.6,195.28,-13.51766667,1309.0,True,True,True,Group07,unobserved,,,0,
mrk1342,MRK1342,13:01:10.9,-05:33:24.3,195.29541667,-5.55675,1213.0,False,True,True,,unobserved,,,0,
wiseaj130117-6,WISEAJ130117.6,13:01:17.7,-03:24:49.9,195.32375,-3.41386111,1139.0,False,True,True,,unobserved,,,0,
wiseaj130130-9,WISEAJ130130.9,13:01:31.0,+27:11:50.0,195.37916667,27.19722222,716.3,True,True,True,Group07,unobserved,,,0,
wiseaj130153-2,WISEAJ130153.2,13:01:53.3,+02:27:38.2,195.47208333,2.46061111,885.9,True,True,True,Group07,unobserved,,,0,
mcg-02-33-093,MCG-02-33-093,13:02:03.4,-14:52:56.8,195.51416667,-14.88244444,1347.0,False,True,True,,unobserved,,,0,
ngc4920,NGC4920,13:02:04.3,-11:22:42.8,195.51791667,-11.37855556,1335.9,False,True,True,,unobserved,,,0,
ugc08146,UGC08146,13:02:08.1,+58:42:04.7,195.53375,58.70130556,667.9,True,True,True,Group17,unobserved,,,0,
ugca319,UGCA319,13:02:14.5,-17:14:16.1,195.56041667,-17.23780556,754.9,True,True,True,Group07,unobserved,,,0,
wiseaj130241-7,WISEAJ130241.7,13:02:41.8,+21:59:52.3,195.67416667,21.99786111,267.0,True,True,True,Group07,unobserved,,,0,
mcg-09-21-092,MCG+09-21-092,13:02:55.8,+55:41:40.3,195.7325,55.69452778,1356.8,False,True,True,,unobserved,,,0,
sdssj130256-64,SDSSJ130256.64,13:02:56.6,+28:14:43.3,195.73583333,28.24536111,762.6,True,True,True,Group07,unobserved,,,0,
ugca320,UGCA320,13:03:16.7,-17:25:22.9,195.81958333,-17.42302778,742.0,True,True,True,Group07,unobserved,,,0,
wiseaj130336-7,WISEAJ130336.7,13:03:36.8,+24:31:32.0,195.90333333,24.52555556,833.2,True,True,True,Group07,unobserved,,,0,
wiseaj130402-6,WISEAJ130402.6,13:04:02.7,+28:18:31.8,196.01125,28.30883333,742.1,True,True,True,Group07,unobserved,,,0,
wiseaj130412-0,WISEAJ130412.0,13:04:12.1,-04:53:27.8,196.05041667,-4.89105556,920.1,True,True,True,Group07,unobserved,,,0,
ngc4941,NGC4941,13:04:13.1,-05:33:05.7,196.05458333,-5.55158333,1132.0,False,True,True,,unobserved,,,0,
lsbcd575-08,LSBCD575-08,13:04:29.9,+17:45:32.2,196.12458333,17.75894444,687.0,True,True,True,Group07,unobserved,,,0,
ugca322,UGCA322,13:04:31.2,-03:34:20.7,196.13,-3.57241667,1373.0,False,True,True,,unobserved,,,0,
lcrsb130157-2,LCRSB130157.2-,13:04:31.9,-02:59:17.4,196.13291667,-2.98816667,1278.4,False,True,True,,unobserved,,,0,
wiseaj130440-1,WISEAJ130440.1,13:04:40.1,+18:44:40.1,196.16708333,18.74447222,919.7,True,True,True,Group07,unobserved,,,0,
wiseaj130446-4,WISEAJ130446.4,13:04:46.5,-02:52:18.7,196.19375,-2.87186111,1259.1,False,True,True,,unobserved,,,0,
ngc4948,NGC4948,13:04:56.1,-07:56:52.9,196.23375,-7.94802778,1123.0,False,True,True,,unobserved,,,0,
ngc4951,NGC4951,13:05:07.7,-06:29:37.8,196.28208333,-6.49383333,1177.0,False,True,True,,unobserved,,,0,
ddo163,DDO163,13:05:14.2,-07:53:21.2,196.30916667,-7.88922222,1123.0,False,True,True,,unobserved,,,0,
ic4171,IC4171,13:05:18.8,+36:06:10.3,196.32833333,36.10286111,1201.0,False,True,True,,unobserved,,,0,
ugc08181,UGC08181,13:05:24.6,+32:54:00.3,196.3525,32.90008333,897.0,True,True,True,Group07,unobserved,,,0,
ic4182,IC4182,13:05:48.7,+37:36:13.0,196.45291667,37.60361111,321.1,True,True,True,Group07,unobserved,,,0,
ugc08201,UGC08201,13:06:24.9,+67:42:24.9,196.60375,67.70691667,30.6,True,True,True,Group20,unobserved,,,0,
2massj13064684,2MASSJ13064684,13:06:46.8,-04:10:22.6,196.695,-4.17294444,1259.1,False,True,True,,unobserved,,,0,
cgcg101-001,CGCG101-001,13:06:56.0,+14:48:25.9,196.73333333,14.80719444,983.9,True,True,True,Group07,unobserved,,,0,
mcg-03-34-002,MCG-03-34-002,13:07:56.7,-16:41:21.1,196.98625,-16.68919444,958.1,True,True,True,Group07,unobserved,,,0,
ugc08215,UGC08215,13:08:03.5,+46:49:40.1,197.01458333,46.82780556,217.6,True,True,True,Group17,unobserved,,,0,
galexascj13081,GALEXASCJ13081,13:08:12.3,+29:05:17.1,197.05125,29.08808333,827.0,True,True,True,Group07,unobserved,,,0,
sdssj130830-34,SDSSJ130830.34,13:08:30.3,+29:21:25.8,197.12625,29.35716667,299.8,True,True,True,Group07,unobserved,,,0,
ugc08245,UGC08245,13:08:36.2,+78:56:13.9,197.15083333,78.93719444,69.9,True,True,True,Group20,unobserved,,,0,
ngc4984,NGC4984,13:08:57.3,-15:30:58.7,197.23875,-15.51630556,1278.9,False,True,True,,unobserved,,,0,
am1306-265,AM1306-265,13:09:36.6,-27:08:26.8,197.4025,-27.14077778,681.1,True,False,True,Group07,unobserved,,,0,
ugca330,UGCA330,13:09:47.5,-10:19:12.0,197.44791667,-10.32,1210.3,False,True,True,,unobserved,,,0,
ugc08246,UGC08246,13:10:04.4,+34:10:52.2,197.51833333,34.18116667,807.9,True,True,True,Group07,unobserved,,,0,
wiseaj131029-2,WISEAJ131029.2,13:10:29.2,+34:14:12.7,197.62166667,34.23686111,848.4,True,True,True,Group07,unobserved,,,0,
ngc5002,NGC5002,13:10:38.0,+36:38:02.1,197.65833333,36.63391667,1056.2,True,True,True,Group07,unobserved,,,0,
