GALEXASCJ00002;     survey; Equatorial; J2000; 00:00:21.2; +31:01:17.9; Heliocentric; Optical; 566.0;  N;
SDSSJ124936.89;     survey; Equatorial; J2000; 12:49:36.9; +21:55:05.7; Heliocentric; Optical; 538.6;  N;
NGC4710;            survey; Equatorial; J2000; 12:49:38.8; +15:09:56.8; Heliocentric; Optical; 1102.0; N;
UGC07979;           survey; Equatorial; J2000; 12:49:39.5; +12:37:31.1; Heliocentric; Optical; 786.5;  N;
KUG1247+260;        survey; Equatorial; J2000; 12:49:40.5; +25:46:20.8; Heliocentric; Optical; 1292.1; N;
VCC2081;            survey; Equatorial; J2000; 12:49:46.2; +11:13:29.3; Heliocentric; Optical; 228.7;  N;
UGC07983;           survey; Equatorial; J2000; 12:49:47.0; +03:50:32.3; Heliocentric; Optical; 694.0;  N;
UGC07982;           survey; Equatorial; J2000; 12:49:50.2; +02:51:04.6; Heliocentric; Optical; 1155.1; N;
WISEAJ124956.4;     survey; Equatorial; J2000; 12:49:56.4; +02:30:35.6; Heliocentric; Optical; 741.4;  N;
NGC4713;            survey; Equatorial; J2000; 12:49:57.9; +05:18:40.8; Heliocentric; Optical; 654.4;  N;
WISEAJ124959.2;     survey; Equatorial; J2000; 12:49:59.2; +05:49:15.5; Heliocentric; Optical; 617.3;  N;
SDSSJ125004.75;     survey; Equatorial; J2000; 12:50:04.8; -00:13:57.7; Heliocentric; Optical; 754.0;  N;
VCC2083;            survey; Equatorial; J2000; 12:50:14.5; +10:32:24.2; Heliocentric; Optical; 867.9;  N;
SDSSJ125023.86;     survey; Equatorial; J2000; 12:50:23.9; +04:54:18.9; Heliocentric; Optical; 650.0;  N;
LSBCF574-10;        survey; Equatorial; J2000; 12:50:31.3; +17:28:15.7; Heliocentric; Optical; 852.8;  N;
UGC07991;           survey; Equatorial; J2000; 12:50:39.0; +01:27:52.6; Heliocentric; Optical; 1272.0; N;
WISEAJ125039.9;     survey; Equatorial; J2000; 12:50:39.9; +05:20:52.6; Heliocentric; Optical; 675.0;  N;
WISEAJ125046.7;     survey; Equatorial; J2000; 12:50:46.8; +04:53:23.2; Heliocentric; Optical; 720.8;  N;
WISEAJ125059.5;     survey; Equatorial; J2000; 12:50:59.6; +09:04:38.9; Heliocentric; Optical; 1118.4; N;
NGC4723;            survey; Equatorial; J2000; 12:51:02.9; -13:14:12.2; Heliocentric; Optical; 1307.1; N;
NGC4733;            survey; Equatorial; J2000; 12:51:06.8; +10:54:43.4; Heliocentric; Optical; 924.9;  N;
NGC4722;            survey; Equatorial; J2000; 12:51:32.4; -13:19:48.0; Heliocentric; Optical; 1311.9; N;
IC3837;             survey; Equatorial; J2000; 12:51:33.0; +19:43:22.9; Heliocentric; Optical; 1152.1; N;
WISEAJ125139.8;     survey; Equatorial; J2000; 12:51:39.8; +32:10:50.5; Heliocentric; Optical; 846.0;  N;
NGC4747;            survey; Equatorial; J2000; 12:51:45.9; +25:46:36.7; Heliocentric; Optical; 1189.9; N;
NGC4742;            survey; Equatorial; J2000; 12:51:48.0; -10:27:17.2; Heliocentric; Optical; 1269.9; N;
WISEAJ125155.6;     survey; Equatorial; J2000; 12:51:55.7; +08:52:41.7; Heliocentric; Optical; 1129.6; N;
SDSSJ125215.59;     survey; Equatorial; J2000; 12:52:15.6; +04:27:26.6; Heliocentric; Optical; 701.0;  N;
UGC08011;           survey; Equatorial; J2000; 12:52:21.1; +21:37:46.6; Heliocentric; Optical; 763.9;  N;
NGC4753;            survey; Equatorial; J2000; 12:52:22.1; -01:11:58.6; Heliocentric; Optical; 1162.9; N;
SDSSJ125233.74;     survey; Equatorial; J2000; 12:52:33.7; -01:43:48.7; Heliocentric; Optical; 1129.5; N;
WISEAJ125234.1;     survey; Equatorial; J2000; 12:52:34.0; -00:10:04.3; Heliocentric; Optical; 1079.3; N;
NGC4758;            survey; Equatorial; J2000; 12:52:44.0; +15:50:56.3; Heliocentric; Optical; 1244.1; N;
NGC4757;            survey; Equatorial; J2000; 12:52:50.1; -10:18:36.3; Heliocentric; Optical; 846.9;  N;
NGC4762;            survey; Equatorial; J2000; 12:52:56.0; +11:13:51.5; Heliocentric; Optical; 986.0;  N;
MRK1338;            survey; Equatorial; J2000; 12:53:10.1; +25:16:41.9; Heliocentric; Optical; 1087.3; N;
WISEAJ125316.7;     survey; Equatorial; J2000; 12:53:16.8; -05:18:12.9; Heliocentric; Optical; 659.5;  N;
NGC4771;            survey; Equatorial; J2000; 12:53:21.3; +01:16:09.5; Heliocentric; Optical; 1125.6; N;
LCRSB125056.4-;     survey; Equatorial; J2000; 12:53:31.5; -05:55:39.8; Heliocentric; Optical; 1070.9; N;
WISEAJ125337.5;     survey; Equatorial; J2000; 12:53:37.5; +23:53:49.0; Heliocentric; Optical; 1098.5; N;
WISEAJ125340.1;     survey; Equatorial; J2000; 12:53:40.2; +04:04:32.3; Heliocentric; Optical; 902.0;  N;
WISEAJ125343.2;     survey; Equatorial; J2000; 12:53:43.3; +04:09:14.8; Heliocentric; Optical; 760.4;  N;
WISEAJ125355.2;     survey; Equatorial; J2000; 12:53:55.3; +19:15:33.7; Heliocentric; Optical; 919.9;  N;
UGCA307;            survey; Equatorial; J2000; 12:53:56.6; -12:06:20.4; Heliocentric; Optical; 821.1;  N;
CGCG015-033;        survey; Equatorial; J2000; 12:54:01.9; -01:30:29.9; Heliocentric; Optical; 1127.7; N;
WISEAJ125405.1;     survey; Equatorial; J2000; 12:54:05.1; -00:06:04.4; Heliocentric; Optical; 955.8;  N;
NGC4789A;           survey; Equatorial; J2000; 12:54:05.2; +27:08:58.7; Heliocentric; Optical; 363.9;  N;
CGCG015-035;        survey; Equatorial; J2000; 12:54:12.6; +00:48:09.2; Heliocentric; Optical; 1191.5; N;
WISEAJ125415.8;     survey; Equatorial; J2000; 12:54:15.9; +02:45:44.6; Heliocentric; Optical; 905.0;  N;
NGC4781;            survey; Equatorial; J2000; 12:54:23.8; -10:32:13.7; Heliocentric; Optical; 1260.0; N;
WISEAJ125437.7;     survey; Equatorial; J2000; 12:54:37.8; +01:19:33.0; Heliocentric; Optical; 1180.8; N;
NGC4800;            survey; Equatorial; J2000; 12:54:37.8; +46:31:52.2; Heliocentric; Optical; 836.4;  N;
CGCG015-036;        survey; Equatorial; J2000; 12:54:41.6; +02:06:15.1; Heliocentric; Optical; 858.1;  N;
UGC08032;           survey; Equatorial; J2000; 12:54:44.2; +13:14:14.2; Heliocentric; Optical; 1116.9; N;
IC3877;             survey; Equatorial; J2000; 12:54:48.7; +19:10:43.7; Heliocentric; Optical; 920.1;  N;
NGC4809;            survey; Equatorial; J2000; 12:54:51.1; +02:39:14.8; Heliocentric; Optical; 976.0;  N;
NGC4810;            survey; Equatorial; J2000; 12:54:51.3; +02:38:25.7; Heliocentric; Optical; 912.0;  N;
NGC4790;            survey; Equatorial; J2000; 12:54:52.0; -10:14:52.2; Heliocentric; Optical; 1344.0; N;
ESO443-G009;        survey; Equatorial; J2000; 12:54:54.1; -28:20:20.7; Heliocentric; Optical; 644.6;  N;
GALEXASCJ12545;     survey; Equatorial; J2000; 12:54:57.6; +01:58:41.6; Heliocentric; Optical; 1081.0; N;
LCRSB125228.1-;     survey; Equatorial; J2000; 12:55:03.7; -06:22:10.4; Heliocentric; Optical; 1308.0; N;
UGC08041;           survey; Equatorial; J2000; 12:55:12.7; +00:06:59.9; Heliocentric; Optical; 1323.9; N;
WISEAJ125537.2;     survey; Equatorial; J2000; 12:55:37.1; +24:14:39.8; Heliocentric; Optical; 91.8;   N;
WISEAJ125537.3;     survey; Equatorial; J2000; 12:55:37.3; -01:19:47.3; Heliocentric; Optical; 854.9;  N;
UGC08048;           survey; Equatorial; J2000; 12:55:39.4; -00:15:48.3; Heliocentric; Optical; 1109.5; N;
NGC4808;            survey; Equatorial; J2000; 12:55:48.9; +04:18:14.8; Heliocentric; Optical; 760.0;  N;
UGC08053;           survey; Equatorial; J2000; 12:55:49.1; +04:00:50.2; Heliocentric; Optical; 709.0;  N;
NGC4802;            survey; Equatorial; J2000; 12:55:49.7; -12:03:18.7; Heliocentric; Optical; 941.0;  N;
NGC4813;            survey; Equatorial; J2000; 12:56:36.1; -06:49:04.5; Heliocentric; Optical; 1394.0; N;
IC3908;             survey; Equatorial; J2000; 12:56:40.6; -07:33:44.8; Heliocentric; Optical; 1296.0; N;
NGC4818;            survey; Equatorial; J2000; 12:56:48.9; -08:31:30.9; Heliocentric; Optical; 1064.9; N;
WISEAJ125651.3;     survey; Equatorial; J2000; 12:56:51.3; +16:30:25.2; Heliocentric; Optical; 1229.1; N;
CGCG043-077;        survey; Equatorial; J2000; 12:56:57.0; +04:03:53.3; Heliocentric; Optical; 834.2;  N;
MCG-01-33-059;      survey; Equatorial; J2000; 12:57:16.0; -05:20:45.2; Heliocentric; Optical; 1257.9; N;
UGC08074;           survey; Equatorial; J2000; 12:57:44.6; +02:41:30.3; Heliocentric; Optical; 917.3;  N;
UGC08081;           survey; Equatorial; J2000; 12:58:09.0; +14:51:32.2; Heliocentric; Optical; 853.0;  N;
MCG-02-33-075;      survey; Equatorial; J2000; 12:58:28.3; -10:34:35.8; Heliocentric; Optical; 1266.9; N;
LSBCD575-07;        survey; Equatorial; J2000; 12:58:36.0; +17:48:46.9; Heliocentric; Optical; 1020.3; N;
UGC08091;           survey; Equatorial; J2000; 12:58:40.4; +14:13:02.6; Heliocentric; Optical; 214.1;  N;
WISEAJ125849.6;     survey; Equatorial; J2000; 12:58:49.6; -04:53:18.5; Heliocentric; Optical; 1317.9; N;
WISEAJ125906.4;     survey; Equatorial; J2000; 12:59:06.5; +28:48:42.4; Heliocentric; Optical; 988.0;  N;
UGCA312;            survey; Equatorial; J2000; 12:59:06.8; -12:13:42.3; Heliocentric; Optical; 1308.9; N;
SDSSJ125908.23;     survey; Equatorial; J2000; 12:59:08.2; +26:22:39.8; Heliocentric; Optical; 1014.2; N;
WISEAJ125913.3;     survey; Equatorial; J2000; 12:59:13.3; +34:56:10.8; Heliocentric; Optical; 929.0;  N;
NGC4856;            survey; Equatorial; J2000; 12:59:21.2; -15:02:31.2; Heliocentric; Optical; 1353.0; N;
GALEXASCJ12593;     survey; Equatorial; J2000; 12:59:38.9; +24:35:51.5; Heliocentric; Optical; 1036.5; N;
WISEAJ125945.1;     survey; Equatorial; J2000; 12:59:45.2; -00:52:15.9; Heliocentric; Optical; 1235.4; N;
WISEAJ125952.4;     survey; Equatorial; J2000; 12:59:52.4; +03:37:59.7; Heliocentric; Optical; 1040.0; N;
KK176;              survey; Equatorial; J2000; 12:59:56.5; -19:24:46.5; Heliocentric; Optical; 825.3;  N;
UGC08105;           survey; Equatorial; J2000; 12:59:58.1; +02:02:57.4; Heliocentric; Optical; 886.5;  N;
NGC4880;            survey; Equatorial; J2000; 13:00:10.6; +12:29:00.7; Heliocentric; Optical; 1362.0; N;
WISEAJ130017.5;     survey; Equatorial; J2000; 13:00:17.6; -03:03:58.0; Heliocentric; Optical; 1113.4; N;
NGC4900;            survey; Equatorial; J2000; 13:00:39.3; +02:30:02.7; Heliocentric; Optical; 962.9;  N;
WISEAJ130045.7;     survey; Equatorial; J2000; 13:00:45.8; -02:43:04.2; Heliocentric; Optical; 1139.2; N;
NGC4904;            survey; Equatorial; J2000; 13:00:58.6; -00:01:39.4; Heliocentric; Optical; 1180.0; N;
GALEXASCJ13010A;    survey; Equatorial; J2000; 13:01:05.1; -05:28:20.6; Heliocentric; Optical; 1094.8; N;
GALEXASCJ13010B;    survey; Equatorial; J2000; 13:01:07.2; -13:31:03.6; Heliocentric; Optical; 1309.0; N;
MRK1342;            survey; Equatorial; J2000; 13:01:10.9; -05:33:24.3; Heliocentric; Optical; 1213.0; N;
WISEAJ130117.6;     survey; Equatorial; J2000; 13:01:17.7; -03:24:49.9; Heliocentric; Optical; 1139.0; N;
WISEAJ130130.9;     survey; Equatorial; J2000; 13:01:31.0; +27:11:50.0; Heliocentric; Optical; 716.3;  N;
WISEAJ130153.2;     survey; Equatorial; J2000; 13:01:53.3; +02:27:38.2; Heliocentric; Optical; 885.9;  N;
MCG-02-33-093;      survey; Equatorial; J2000; 13:02:03.4; -14:52:56.8; Heliocentric; Optical; 1347.0; N;
NGC4920;            survey; Equatorial; J2000; 13:02:04.3; -11:22:42.8; Heliocentric; Optical; 1335.9; N;
UGC08146;           survey; Equatorial; J2000; 13:02:08.1; +58:42:04.7; Heliocentric; Optical; 667.9;  N;
UGCA319;            survey; Equatorial; J2000; 13:02:14.5; -17:14:16.1; Heliocentric; Optical; 754.9;  N;
WISEAJ130241.7;     survey; Equatorial; J2000; 13:02:41.8; +21:59:52.3; Heliocentric; Optical; 267.0;  N;
MCG+09-21-092;      survey; Equatorial; J2000; 13:02:55.8; +55:41:40.3; Heliocentric; Optical; 1356.8; N;
SDSSJ130256.64;     survey; Equatorial; J2000; 13:02:56.6; +28:14:43.3; Heliocentric; Optical; 762.6;  N;
UGCA320;            survey; Equatorial; J2000; 13:03:16.7; -17:25:22.9; Heliocentric; Optical; 742.0;  N;
WISEAJ130336.7;     survey; Equatorial; J2000; 13:03:36.8; +24:31:32.0; Heliocentric; Optical; 833.2;  N;
WISEAJ130402.6;     survey; Equatorial; J2000; 13:04:02.7; +28:18:31.8; Heliocentric; Optical; 742.1;  N;
WISEAJ130412.0;     survey; Equatorial; J2000; 13:04:12.1; -04:53:27.8; Heliocentric; Optical; 920.1;  N;
NGC4941;            survey; Equatorial; J2000; 13:04:13.1; -05:33:05.7; Heliocentric; Optical; 1132.0; N;
LSBCD575-08;        survey; Equatorial; J2000; 13:04:29.9; +17:45:32.2; Heliocentric; Optical; 687.0;  N;
UGCA322;            survey; Equatorial; J2000; 13:04:31.2; -03:34:20.7; Heliocentric; Optical; 1373.0; N;
LCRSB130157.2-;     survey; Equatorial; J2000; 13:04:31.9; -02:59:17.4; Heliocentric; Optical; 1278.4; N;
WISEAJ130440.1;     survey; Equatorial; J2000; 13:04:40.1; +18:44:40.1; Heliocentric; Optical; 919.7;  N;
WISEAJ130446.4;     survey; Equatorial; J2000; 13:04:46.5; -02:52:18.7; Heliocentric; Optical; 1259.1; N;
NGC4948;            survey; Equatorial; J2000; 13:04:56.1; -07:56:52.9; Heliocentric; Optical; 1123.0; N;
NGC4951;            survey; Equatorial; J2000; 13:05:07.7; -06:29:37.8; Heliocentric; Optical; 1177.0; N;
DDO163;             survey; Equatorial; J2000; 13:05:14.2; -07:53:21.2; Heliocentric; Optical; 1123.0; N;
IC4171;             survey; Equatorial; J2000; 13:05:18.8; +36:06:10.3; Heliocentric; Optical; 1201.0; N;
UGC08181;           survey; Equatorial; J2000; 13:05:24.6; +32:54:00.3; Heliocentric; Optical; 897.0;  N;
IC4182;             survey; Equatorial; J2000; 13:05:48.7; +37:36:13.0; Heliocentric; Optical; 321.1;  N;
UGC08201;           survey; Equatorial; J2000; 13:06:24.9; +67:42:24.9; Heliocentric; Optical; 30.6;   N;
2MASSJ13064684;     survey; Equatorial; J2000; 13:06:46.8; -04:10:22.6; Heliocentric; Optical; 1259.1; N;
CGCG101-001;        survey; Equatorial; J2000; 13:06:56.0; +14:48:25.9; Heliocentric; Optical; 983.9;  N;
MCG-03-34-002;      survey; Equatorial; J2000; 13:07:56.7; -16:41:21.1; Heliocentric; Optical; 958.1;  N;
UGC08215;           survey; Equatorial; J2000; 13:08:03.5; +46:49:40.1; Heliocentric; Optical; 217.6;  N;
GALEXASCJ13081;     survey; Equatorial; J2000; 13:08:12.3; +29:05:17.1; Heliocentric; Optical; 827.0;  N;
SDSSJ130830.34;     survey; Equatorial; J2000; 13:08:30.3; +29:21:25.8; Heliocentric; Optical; 299.8;  N;
UGC08245;           survey; Equatorial; J2000; 13:08:36.2; +78:56:13.9; Heliocentric; Optical; 69.9;   N;
NGC4984;            survey; Equatorial; J2000; 13:08:57.3; -15:30:58.7; Heliocentric; Optical; 1278.9; N;
AM1306-265;         survey; Equatorial; J2000; 13:09:36.6; -27:08:26.8; Heliocentric; Optical; 681.1;  N;
UGCA330;            survey; Equatorial; J2000; 13:09:47.5; -10:19:12.0; Heliocentric; Optical; 1210.3; N;
UGC08246;           survey; Equatorial; J2000; 13:10:04.4; +34:10:52.2; Heliocentric; Optical; 807.9;  N;
WISEAJ131029.2;     survey; Equatorial; J2000; 13:10:29.2; +34:14:12.7; Heliocentric; Optical; 848.4;  N;
NGC5002;            survey; Equatorial; J2000; 13:10:38.0; +36:38:02.1; Heliocentric; Optical; 1056.2; N;
WISEAJ131038.7;     survey; Equatorial; J2000; 13:10:38.7; -09:55:52.9; Heliocentric; Optical; 1165.0; N;
SDSSJ131051.06;     survey; Equatorial; J2000; 13:10:51.1; +36:56:23.4; Heliocentric; Optical; 1024.7; N;
WISEAJ131115.7;     survey; Equatorial; J2000; 13:11:15.8; +36:59:11.4; Heliocentric; Optical; 1041.0; N;
WISEAJ131126.8;     survey; Equatorial; J2000; 13:11:26.9; +37:18:42.8; Heliocentric; Optical; 966.9;  N;
NGC5014;            survey; Equatorial; J2000; 13:11:31.2; +36:16:55.2; Heliocentric; Optical; 1135.2; N;
SDSSJ131141.36;     survey; Equatorial; J2000; 13:11:41.4; +40:51:45.5; Heliocentric; Optical; 604.0;  N;
KUG1309+362;        survey; Equatorial; J2000; 13:11:43.1; +35:57:38.6; Heliocentric; Optical; 1136.7; N;
UGC08276;           survey; Equatorial; J2000; 13:12:06.5; +05:28:32.2; Heliocentric; Optical; 912.9;  N;
IC4213;             survey; Equatorial; J2000; 13:12:11.2; +35:40:12.3; Heliocentric; Optical; 815.1;  N;
NGC5023;            survey; Equatorial; J2000; 13:12:12.6; +44:02:28.4; Heliocentric; Optical; 407.1;  N;
KUG1309+269;        survey; Equatorial; J2000; 13:12:17.6; +26:41:09.3; Heliocentric; Optical; 778.5;  N;
UGC08285;           survey; Equatorial; J2000; 13:12:33.3; +07:11:03.4; Heliocentric; Optical; 904.4;  N;
WISEAJ131245.1;     survey; Equatorial; J2000; 13:12:45.1; +37:56:10.2; Heliocentric; Optical; 1104.6; N;
CGCG217-018;        survey; Equatorial; J2000; 13:12:51.8; +40:32:35.6; Heliocentric; Optical; 562.1;  N;
UGCA337;            survey; Equatorial; J2000; 13:12:58.9; +41:47:08.1; Heliocentric; Optical; 535.4;  N;
HolmbergVIII;       survey; Equatorial; J2000; 13:13:17.7; +36:12:50.7; Heliocentric; Optical; 944.0;  N;
SDSSJ131318.79;     survey; Equatorial; J2000; 13:13:18.8; +31:24:49.5; Heliocentric; Optical; 800.0;  N;
UGC08298;           survey; Equatorial; J2000; 13:13:19.6; +10:11:38.1; Heliocentric; Optical; 1156.9; N;
UGC08313;           survey; Equatorial; J2000; 13:13:53.9; +42:12:31.0; Heliocentric; Optical; 592.7;  N;
UGC08314;           survey; Equatorial; J2000; 13:14:01.0; +36:19:07.8; Heliocentric; Optical; 935.1;  N;
UGC08315NED02;      survey; Equatorial; J2000; 13:14:10.8; +39:08:55.0; Heliocentric; Optical; 1147.0; N;
UGC08320;           survey; Equatorial; J2000; 13:14:26.1; +45:55:29.8; Heliocentric; Optical; 191.9;  N;
SDSSJ131436.25;     survey; Equatorial; J2000; 13:14:36.2; +35:50:58.7; Heliocentric; Optical; 1138.0; N;
WISEAJ131447.7;     survey; Equatorial; J2000; 13:14:47.8; +41:21:58.8; Heliocentric; Optical; 1230.4; N;
UGC08323;           survey; Equatorial; J2000; 13:14:48.4; +34:52:51.8; Heliocentric; Optical; 863.1;  N;
WISEAJ131450.7;     survey; Equatorial; J2000; 13:14:50.7; -22:03:54.4; Heliocentric; Optical; 1384.1; N;
WISEAJ131454.8;     survey; Equatorial; J2000; 13:14:54.9; +42:02:40.4; Heliocentric; Optical; 299.8;  N;
UGCA342;            survey; Equatorial; J2000; 13:15:06.8; +42:00:03.6; Heliocentric; Optical; 387.9;  N;
UGC08331;           survey; Equatorial; J2000; 13:15:30.7; +47:29:47.4; Heliocentric; Optical; 259.9;  N;
NGC5042;            survey; Equatorial; J2000; 13:15:31.1; -23:59:01.0; Heliocentric; Optical; 1390.1; N;
MESSIER063;         survey; Equatorial; J2000; 13:15:49.3; +42:01:45.6; Heliocentric; Optical; 500.1;  N;
UGC08333;           survey; Equatorial; J2000; 13:15:53.8; +25:26:08.0; Heliocentric; Optical; 941.0;  N;
CGCG101-017;        survey; Equatorial; J2000; 13:15:56.3; +17:45:38.1; Heliocentric; Optical; 973.8;  N;
WISEAJ131610.6;     survey; Equatorial; J2000; 13:16:10.6; +25:40:23.9; Heliocentric; Optical; 988.6;  N;
NGC5058;            survey; Equatorial; J2000; 13:16:52.3; +12:32:54.0; Heliocentric; Optical; 958.1;  N;
CGCG189-050;        survey; Equatorial; J2000; 13:17:04.8; +37:57:10.0; Heliocentric; Optical; 323.6;  N;
WISEAJ131711.4;     survey; Equatorial; J2000; 13:17:11.4; +01:09:07.9; Heliocentric; Optical; 1199.0; N;
WISEAJ131740.8;     survey; Equatorial; J2000; 13:17:40.9; +35:27:59.7; Heliocentric; Optical; 326.0;  N;
UM559A;             survey; Equatorial; J2000; 13:17:46.2; -01:02:15.9; Heliocentric; Optical; 1284.8; N;
DDO171;             survey; Equatorial; J2000; 13:18:41.2; -08:26:47.0; Heliocentric; Optical; 1305.0; N;
UGC08365;           survey; Equatorial; J2000; 13:18:45.1; +41:56:58.7; Heliocentric; Optical; 1247.0; N;
NGC5068;            survey; Equatorial; J2000; 13:18:54.8; -21:02:19.7; Heliocentric; Optical; 670.0;  N;
WISEAJ131858.2;     survey; Equatorial; J2000; 13:18:58.2; +33:28:59.5; Heliocentric; Optical; 869.4;  N;
NGC5103;            survey; Equatorial; J2000; 13:20:30.1; +43:05:02.2; Heliocentric; Optical; 1272.9; N;
WISEAJ132031.6;     survey; Equatorial; J2000; 13:20:31.7; +43:51:55.0; Heliocentric; Optical; 1221.0; N;
UGC08382;           survey; Equatorial; J2000; 13:20:32.5; +05:24:23.8; Heliocentric; Optical; 964.1;  N;
UGC08385;           survey; Equatorial; J2000; 13:20:38.2; +09:47:15.3; Heliocentric; Optical; 1132.9; N;
WISEAJ132042.5;     survey; Equatorial; J2000; 13:20:42.5; -21:46:04.6; Heliocentric; Optical; 1340.1; N;
WISEAJ132044.5;     survey; Equatorial; J2000; 13:20:44.6; +43:03:38.3; Heliocentric; Optical; 1311.6; N;
KUG1318+226;        survey; Equatorial; J2000; 13:20:46.3; +22:23:41.0; Heliocentric; Optical; 1055.2; N;
WISEAJ132047.2;     survey; Equatorial; J2000; 13:20:47.2; +22:02:17.5; Heliocentric; Optical; 789.2;  N;
WISEAJ132106.6;     survey; Equatorial; J2000; 13:21:06.6; +38:59:16.1; Heliocentric; Optical; 1013.0; N;
NGC5099;            survey; Equatorial; J2000; 13:21:19.6; -13:02:31.6; Heliocentric; Optical; 1322.7; N;
NGC5107;            survey; Equatorial; J2000; 13:21:24.7; +38:32:15.2; Heliocentric; Optical; 946.1;  N;
NGC5112;            survey; Equatorial; J2000; 13:21:56.4; +38:44:04.5; Heliocentric; Optical; 974.0;  N;
WISEAJ132207.9;     survey; Equatorial; J2000; 13:22:07.9; -00:37:08.1; Heliocentric; Optical; 1349.1; N;
WISEAJ132227.5;     survey; Equatorial; J2000; 13:22:27.6; +35:12:19.1; Heliocentric; Optical; 705.2;  N;
GALEXASCJ13224;     survey; Equatorial; J2000; 13:22:44.3; -28:57:11.4; Heliocentric; Optical; 991.1;  N;
UGC08412;           survey; Equatorial; J2000; 13:22:52.1; +35:09:17.8; Heliocentric; Optical; 740.6;  N;
WISEAJ132443.7;     survey; Equatorial; J2000; 13:24:43.8; +06:12:32.8; Heliocentric; Optical; 830.0;  N;
UGCA354;            survey; Equatorial; J2000; 13:24:49.4; +42:29:36.9; Heliocentric; Optical; 1105.0; N;
WISEAJ132459.0;     survey; Equatorial; J2000; 13:24:59.1; -04:10:54.3; Heliocentric; Optical; 1139.2; N;
6dFJ1325101-12;     survey; Equatorial; J2000; 13:25:09.5; -12:25:46.0; Heliocentric; Optical; 1169.8; N;
NGC5145;            survey; Equatorial; J2000; 13:25:14.0; +43:16:02.1; Heliocentric; Optical; 1226.0; N;
SDSSJ132517.69;     survey; Equatorial; J2000; 13:25:17.7; +05:32:31.6; Heliocentric; Optical; 989.0;  N;
WISEAJ132548.6;     survey; Equatorial; J2000; 13:25:48.6; -11:36:38.1; Heliocentric; Optical; 1220.3; N;
UGCA357;            survey; Equatorial; J2000; 13:26:12.3; +37:46:01.4; Heliocentric; Optical; 1165.0; N;
NGC5147;            survey; Equatorial; J2000; 13:26:19.7; +02:06:04.0; Heliocentric; Optical; 1092.1; N;
UGC08449;           survey; Equatorial; J2000; 13:26:36.6; +42:45:51.3; Heliocentric; Optical; 1230.0; N;
WISEAJ132636.6;     survey; Equatorial; J2000; 13:26:36.6; -09:28:31.0; Heliocentric; Optical; 1218.1; N;
UGC08450;           survey; Equatorial; J2000; 13:27:01.4; +10:03:23.0; Heliocentric; Optical; 1049.0; N;
MCG+07-28-012;      survey; Equatorial; J2000; 13:27:02.6; +42:46:49.2; Heliocentric; Optical; 1276.0; N;
MCG+08-25-002;      survey; Equatorial; J2000; 13:27:24.6; +45:26:19.4; Heliocentric; Optical; 1263.5; N;
LCRSB132454.1-;     survey; Equatorial; J2000; 13:27:30.3; -05:46:37.8; Heliocentric; Optical; 959.0;  N;
SDSSJ132811.81;     survey; Equatorial; J2000; 13:28:11.9; +02:16:47.7; Heliocentric; Optical; 1021.1; N;
WISEAJ132834.4;     survey; Equatorial; J2000; 13:28:34.4; +33:08:50.7; Heliocentric; Optical; 750.0;  N;
2MASXJ13292099;     survey; Equatorial; J2000; 13:29:21.2; -21:10:45.1; Heliocentric; Optical; 650.0;  N;
NGC5204;            survey; Equatorial; J2000; 13:29:36.5; +58:25:07.4; Heliocentric; Optical; 200.9;  N;
UGC08489;           survey; Equatorial; J2000; 13:29:39.1; +45:23:14.8; Heliocentric; Optical; 1302.0; N;
WISEAJ132955.9;     survey; Equatorial; J2000; 13:29:55.9; +58:34:39.9; Heliocentric; Optical; 299.8;  N;
UGC08508;           survey; Equatorial; J2000; 13:30:44.4; +54:54:41.0; Heliocentric; Optical; 60.6;   N;
WISEAJ133047.8;     survey; Equatorial; J2000; 13:30:47.8; +39:54:45.7; Heliocentric; Optical; 1236.5; N;
UGC08507;           survey; Equatorial; J2000; 13:30:58.7; +19:26:17.0; Heliocentric; Optical; 997.1;  N;
SDSSJ133108.40;     survey; Equatorial; J2000; 13:31:08.4; +44:54:07.4; Heliocentric; Optical; 1290.3; N;
SDSSJ133134.02;     survey; Equatorial; J2000; 13:31:34.0; +02:11:19.0; Heliocentric; Optical; 1135.0; N;
NGC5229;            survey; Equatorial; J2000; 13:34:02.9; +47:54:53.6; Heliocentric; Optical; 358.9;  N;
SDSSJ133406.93;     survey; Equatorial; J2000; 13:34:06.9; +09:15:43.3; Heliocentric; Optical; 1112.0; N;
NGC5238;            survey; Equatorial; J2000; 13:34:42.5; +51:36:49.2; Heliocentric; Optical; 228.5;  N;
WISEAJ133446.9;     survey; Equatorial; J2000; 13:34:46.9; +37:47:48.6; Heliocentric; Optical; 299.8;  N;
WISEAJ133529.3;     survey; Equatorial; J2000; 13:35:29.3; +51:54:55.4; Heliocentric; Optical; 299.8;  N;
UGC08578;           survey; Equatorial; J2000; 13:35:35.6; +29:13:00.9; Heliocentric; Optical; 852.9;  N;
WISEAJ133542.0;     survey; Equatorial; J2000; 13:35:42.1; +49:10:35.9; Heliocentric; Optical; 633.4;  N;
UGC08575;           survey; Equatorial; J2000; 13:35:45.5; +08:58:08.7; Heliocentric; Optical; 1162.9; N;
FGC1642;            survey; Equatorial; J2000; 13:36:02.7; +08:11:04.2; Heliocentric; Optical; 1245.0; N;
